Actual,Predicted
199000.0,293814.25
75000.0,83060.0
1695000.0,1339206.75
340000.0,427093.83666666667
229000.0,195920.87
990000.0,903785.145
125000.0,171618.31666666665
395000.0,272039.2
679000.0,238094.5
326736.0,374875.0
185000.0,282397.87
279000.0,347539.1841666667
439000.0,426337.7316666667
195000.0,203850.0
160000.0,161500.0
1250000.0,877167.5
348863.0,436461.95
250000.0,233472.25
285380.0,299441.7183333333
70000.0,101676.0
495000.0,465908.915
259000.0,247611.4
309000.0,339277.3
175000.0,217442.73
274000.0,249112.635
477000.0,417915.025
649000.0,430720.665
199000.0,268956.7491666667
280000.0,283614.62023809523
285000.0,287839.125
260000.0,315588.585
243800.0,233438.3374603174
390413.0,405323.155
375000.0,326167.035
52000.0,127497.5
434000.0,304791.17
215000.0,253057.865
159000.0,158202.0
299000.0,309774.34
300000.0,340311.0666666667
105000.0,178103.0
399000.0,417517.92
675000.0,579273.29
439000.0,544395.7133333334
384000.0,385696.98716666666
339000.0,328705.31
275000.0,538327.24
344000.0,355922.9314285714
945000.0,402419.605
218000.0,437341.0
429448.0,418788.58
349000.0,364369.25
360000.0,363696.545
272000.0,262728.8214285714
227000.0,223041.96428571432
250000.0,282839.66
299000.0,324502.43833333335
320000.0,291000.0725
302500.0,299344.3333333334
193500.0,259968.5833333333
198385.0,190880.26
725000.0,472263.48166666663
549000.0,495154.305
469000.0,416455.655
305400.0,280237.1947619047
244500.0,238271.6666666667
229000.0,272796.6955555556
250900.0,245972.69047619047
549000.0,564765.525
83800.0,91825.0
895000.0,809336.065
251101.0,414232.51277777774
59999.0,76300.0
295000.0,190968.565
259000.0,376442.475
279000.0,263335.5
160000.0,148387.39
325000.0,353795.99
267471.0,283866.76
95000.0,111289.5
525000.0,509005.43333333335
259800.0,275016.865
275000.0,253276.77416666667
375000.0,317433.81
625000.0,439837.1133333333
335000.0,343923.86
269657.0,251866.155
945000.0,847325.1
520000.0,421756.0
325253.0,352585.8066666667
279000.0,373371.6666666666
369000.0,366145.1283333333
189000.0,237622.04166666663
219000.0,196339.5
319000.0,334703.5579166667
409640.0,435225.985
265050.0,268197.1357142857
309000.0,391594.96
350000.0,287120.34597680095
169000.0,842051.0714285714
286000.0,360411.4648809523
255000.0,269655.70175720606
120000.0,211796.43333333332
245000.0,311639.975
268000.0,270558.09523809515
180000.0,206158.5
262000.0,270928.25
140000.0,210175.475
75000.0,98608.0
375000.0,352927.075
795000.0,615665.5
318000.0,316573.095
277030.0,312272.005
115000.0,248034.69
400000.0,378365.1557142857
404000.0,414902.5
310000.0,314145.2385714286
315000.0,358047.79761904763
569000.0,473679.05
375000.0,359182.43392857147
640000.0,999053.925
246050.0,275237.75
139000.0,116124.4
450000.0,447696.49666666664
98500.0,99575.0
335000.0,348045.2316666667
175000.0,230209.4161904762
295000.0,326322.5
24500.0,17588.5
199950.0,149320.0
516000.0,516227.1333333333
280000.0,312765.02
95000.0,166802.05
345000.0,257676.35
310000.0,323861.36833333335
1399000.0,923122.135
299000.0,403753.0
475000.0,462525.555
995000.0,614905.75
250000.0,252185.55498556994
329000.0,296344.6304166666
259000.0,263482.02
335000.0,334832.0
165000.0,207353.5
425000.0,539382.5
215000.0,306198.43
885000.0,1030855.99
235000.0,658175.51
405000.0,466941.0
485000.0,386745.0
395000.0,385955.5066666667
349000.0,290349.0
352000.0,348174.96595238073
317900.0,303509.76666666666
975000.0,615333.435
310000.0,315555.60833333334
395000.0,338545.65
499000.0,505615.0
395000.0,530746.3166666667
1240000.0,1218823.9999999998
389400.0,384450.87634920643
294000.0,292389.63833333337
158000.0,317096.0
310000.0,336363.58
549000.0,495874.31
550000.0,578632.695
25000.0,71624.5
405148.0,425616.915
249000.0,275858.4
341140.0,346063.25
189000.0,203645.71666666665
230000.0,254219.0
